track_id,index,start_time_prefix,finish_time_last_activity
173766,7,2011-10-0116:12:01.338000+02:00,2011-10-0116:45:56.460000+02:00
173766,8,2011-10-0116:12:01.338000+02:00,2011-10-0116:46:57.433000+02:00
173766,9,2011-10-0116:12:01.338000+02:00,2011-10-0116:48:23.746000+02:00
173766,10,2011-10-0116:12:01.338000+02:00,2011-10-0313:46:24.397000+02:00
173766,11,2011-10-0116:12:01.338000+02:00,2011-10-0313:48:25.069000+02:00
173766,12,2011-10-0116:12:01.338000+02:00,2011-10-0409:32:04.590000+02:00
173766,13,2011-10-0116:12:01.338000+02:00,2011-10-0409:34:40.289000+02:00
173766,14,2011-10-0116:12:01.338000+02:00,2011-10-0413:01:52.979000+02:00
173766,15,2011-10-0116:12:01.338000+02:00,2011-10-0413:11:09.043000+02:00
173766,16,2011-10-0116:12:01.338000+02:00,2011-10-0417:12:49+02:00
173766,17,2011-10-0116:12:01.338000+02:00,2011-10-0417:17:33.659000+02:00
173766,18,2011-10-0116:12:01.338000+02:00,2011-10-0509:19:46.414000+02:00
173766,19,2011-10-0116:12:01.338000+02:00,2011-10-0509:20:40.159000+02:00
173766,20,2011-10-0116:12:01.338000+02:00,2011-10-0510:42:42.601000+02:00
173766,21,2011-10-0116:12:01.338000+02:00,2011-10-0510:42:52.632000+02:00
173766,22,2011-10-0116:12:01.338000+02:00,2011-10-0514:01:11.683000+02:00
173766,23,2011-10-0116:12:01.338000+02:00,2011-10-0514:05:43.045000+02:00
173766,24,2011-10-0116:12:01.338000+02:00,2011-10-0518:47:16.548000+02:00
173766,25,2011-10-0116:12:01.338000+02:00,2011-10-0518:50:58.641000+02:00
173766,26,2011-10-0116:12:01.338000+02:00,2011-10-0609:58:04.207000+02:00
173766,27,2011-10-0116:12:01.338000+02:00,2011-10-0609:58:22.447000+02:00
173766,28,2011-10-0116:12:01.338000+02:00,2011-10-0620:50:04.321000+02:00
173766,29,2011-10-0116:12:01.338000+02:00,2011-10-0620:52:10.659000+02:00
173766,30,2011-10-0116:12:01.338000+02:00,2011-10-0620:52:12.238000+02:00
173766,31,2011-10-0116:12:01.338000+02:00,2011-10-0620:52:13.238000+02:00
173769,1,2011-10-0116:34:45.838000+02:00,2011-10-0116:34:45.838000+02:00
173769,2,2011-10-0116:34:45.838000+02:00,2011-10-0116:34:46.838000+02:00
173769,3,2011-10-0116:34:45.838000+02:00,2011-10-0116:34:46.971000+02:00
173769,4,2011-10-0116:34:45.838000+02:00,2011-10-0116:35:23.337000+02:00
173769,5,2011-10-0116:34:45.838000+02:00,2011-10-0116:35:24.337000+02:00
173772,1,2011-10-0116:39:54.798000+02:00,2011-10-0116:39:54.798000+02:00
173772,2,2011-10-0116:39:54.798000+02:00,2011-10-0116:39:55.798000+02:00
173772,3,2011-10-0116:39:54.798000+02:00,2011-10-0116:39:55.898000+02:00
173772,4,2011-10-0116:39:54.798000+02:00,2011-10-0116:40:31.075000+02:00
173772,5,2011-10-0116:39:54.798000+02:00,2011-10-0116:40:32.075000+02:00
173775,1,2011-10-0116:58:59.006000+02:00,2011-10-0116:58:59.006000+02:00
173775,2,2011-10-0116:58:59.006000+02:00,2011-10-0116:59:00.006000+02:00
173775,3,2011-10-0116:58:59.006000+02:00,2011-10-0116:59:00.116000+02:00
173775,4,2011-10-0116:58:59.006000+02:00,2011-10-0116:59:31.819000+02:00
173775,5,2011-10-0116:58:59.006000+02:00,2011-10-0116:59:32.118000+02:00
173775,6,2011-10-0116:58:59.006000+02:00,2011-10-0309:06:56.047000+02:00
173775,7,2011-10-0116:58:59.006000+02:00,2011-10-0309:20:05.027000+02:00
173775,8,2011-10-0116:58:59.006000+02:00,2011-10-0310:33:48.312000+02:00
173775,9,2011-10-0116:58:59.006000+02:00,2011-10-0310:38:00.941000+02:00
173775,10,2011-10-0116:58:59.006000+02:00,2011-10-0310:38:04.449000+02:00
173775,11,2011-10-0116:58:59.006000+02:00,2011-10-0310:38:05.449000+02:00
173778,1,2011-10-0117:49:30.297000+02:00,2011-10-0117:49:30.297000+02:00
173778,2,2011-10-0117:49:30.297000+02:00,2011-10-0117:49:31.297000+02:00
173778,3,2011-10-0117:49:30.297000+02:00,2011-10-0117:49:31.470000+02:00
173778,4,2011-10-0117:49:30.297000+02:00,2011-10-0117:50:11.358000+02:00
173778,5,2011-10-0117:49:30.297000+02:00,2011-10-0308:59:16.103000+02:00
173778,6,2011-10-0117:49:30.297000+02:00,2011-10-0309:04:53.732000+02:00
173778,7,2011-10-0117:49:30.297000+02:00,2011-10-0309:04:57.761000+02:00
173778,8,2011-10-0117:49:30.297000+02:00,2011-10-0309:04:58.761000+02:00
173781,1,2011-10-0118:10:33.289000+02:00,2011-10-0118:10:33.289000+02:00
173781,2,2011-10-0118:10:33.289000+02:00,2011-10-0118:10:34.289000+02:00
173781,3,2011-10-0118:10:33.289000+02:00,2011-10-0118:10:34.403000+02:00
173781,4,2011-10-0118:10:33.289000+02:00,2011-10-0118:11:13.866000+02:00
173781,5,2011-10-0118:10:33.289000+02:00,2011-10-0118:11:14.166000+02:00
173781,6,2011-10-0118:10:33.289000+02:00,2011-10-0309:14:50.846000+02:00
173781,7,2011-10-0118:10:33.289000+02:00,2011-10-0309:24:47.145000+02:00
173781,8,2011-10-0118:10:33.289000+02:00,2011-10-0309:25:12.137000+02:00
173781,9,2011-10-0118:10:33.289000+02:00,2011-10-0309:25:13.137000+02:00
