e_v,start_time,resource,track_id,event_name,finish_time,node1,node2
v,2011-10-1013:34:00.000000000+00:00,10138,173736,W_Validerenaanvraag,2011-10-1310:30:56.000000000+00:00,29,
v,2011-10-1310:30:56.000000000+00:00,10138,173736,W_Nabellenincompletedossiers,2011-10-1310:49:07.000000000+00:00,30,
v,2011-10-1310:49:07.000000000+00:00,10138,173736,W_Validerenaanvraag,2011-10-1310:49:09.000000000+00:00,31,
v,2011-10-1310:49:09.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1310:58:34.000000000+00:00,32,
v,2011-10-1310:58:34.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:03:37.000000000+00:00,33,
v,2011-10-1311:03:37.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:04:05.000000000+00:00,34,
v,2011-10-1311:04:05.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:06:33.000000000+00:00,35,
v,2011-10-1311:06:33.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:06:53.000000000+00:00,36,
v,2011-10-1311:06:53.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:08:21.000000000+00:00,37,
v,2011-10-1311:08:21.000000000+00:00,11169,173736,W_Nabellenincompletedossiers,2011-10-1311:27:32.000000000+00:00,38,
v,2011-10-1311:27:32.000000000+00:00,11169,173736,O_SELECTED,2011-10-1311:36:52.000000000+00:00,39,
v,2011-10-1311:36:52.000000000+00:00,11169,173736,O_CANCELLED,2011-10-1311:36:52.000000000+00:00,40,
v,2011-10-1311:36:52.000000000+00:00,11169,173736,O_CREATED,2011-10-1311:36:53.000000000+00:00,41,
v,2011-10-1311:36:53.000000000+00:00,11169,173736,O_SENT,2011-10-1311:36:53.000000000+00:00,42,
v,2011-10-1311:36:53.000000000+00:00,11169,173736,W_Nabellenincompletedossiers,2011-10-1311:36:53.000000000+00:00,43,
v,2011-10-1311:36:53.000000000+00:00,11169,173736,W_Nabellenincompletedossiers,2011-10-1311:36:55.000000000+00:00,44,
e,,,173736,START__A_SUBMITTED,,1,2
e,,,173736,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173736,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173736,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173736,W_Completerenaanvraag__A_ACCEPTED,,10,11
e,,,173736,A_ACCEPTED__A_FINALIZED,,11,12
e,,,173736,A_ACCEPTED__O_SELECTED,,11,13
e,,,173736,A_FINALIZED__O_CREATED,,12,14
e,,,173736,O_SELECTED__O_CREATED,,13,14
e,,,173736,O_CREATED__O_SENT,,14,15
e,,,173736,O_SENT__W_Nabellenoffertes,,15,16
e,,,173736,W_Nabellenoffertes__W_Completerenaanvraag,,16,17
e,,,173736,W_Completerenaanvraag__W_Nabellenoffertes,,17,18
e,,,173736,W_Nabellenoffertes__O_SELECTED,,18,19
e,,,173736,O_SELECTED__O_CANCELLED,,19,20
e,,,173736,O_CANCELLED__O_CREATED,,20,21
e,,,173736,O_CREATED__O_SENT,,21,22
e,,,173736,O_SENT__W_Nabellenoffertes,,22,23
e,,,173736,W_Nabellenoffertes__W_Nabellenoffertes,,23,24
e,,,173736,W_Nabellenoffertes__W_Nabellenoffertes,,24,25
e,,,173736,W_Nabellenoffertes__O_SENT_BACK,,25,26
e,,,173736,O_SENT_BACK__W_Validerenaanvraag,,26,27
e,,,173736,W_Validerenaanvraag__W_Nabellenoffertes,,27,28
e,,,173736,W_Nabellenoffertes__W_Validerenaanvraag,,28,29
e,,,173736,W_Validerenaanvraag__W_Nabellenincompletedossiers,,29,30
e,,,173736,W_Nabellenincompletedossiers__W_Validerenaanvraag,,30,31
e,,,173736,W_Validerenaanvraag__W_Nabellenincompletedossiers,,31,32
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,32,33
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,33,34
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,34,35
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,35,36
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,36,37
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,37,38
e,,,173736,W_Nabellenincompletedossiers__O_SELECTED,,38,39
e,,,173736,O_SELECTED__O_CANCELLED,,39,40
e,,,173736,O_CANCELLED__O_CREATED,,40,41
e,,,173736,O_CREATED__O_SENT,,41,42
e,,,173736,O_SENT__W_Nabellenincompletedossiers,,42,43
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,43,44
,,,,,,,
XP,,,,,,,
v,2011-10-0113:12:57.000000000+00:00,No_resource,173739,START,2011-10-0113:12:57.000000000+00:00,1,
v,2011-10-0113:12:57.000000000+00:00,112,173739,A_SUBMITTED,2011-10-0113:12:58.000000000+00:00,2,
v,2011-10-0113:12:58.000000000+00:00,112,173739,A_PARTLYSUBMITTED,2011-10-0113:12:58.000000000+00:00,3,
v,2011-10-0113:12:58.000000000+00:00,112,173739,A_PREACCEPTED,2011-10-0113:13:42.000000000+00:00,4,
v,2011-10-0113:13:42.000000000+00:00,112,173739,W_Completerenaanvraag,2011-10-0113:13:42.000000000+00:00,5,
v,2011-10-0113:13:42.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:26:10.000000000+00:00,6,
v,2011-10-0115:26:10.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:27:27.000000000+00:00,7,
v,2011-10-0115:27:27.000000000+00:00,No_resource,173739,W_Completerenaanvraag,2011-10-0115:39:44.000000000+00:00,8,
v,2011-10-0115:39:44.000000000+00:00,No_resource,173739,W_Completerenaanvraag,2011-10-0115:42:01.000000000+00:00,9,
v,2011-10-0115:42:01.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:44:57.000000000+00:00,10,
v,2011-10-0115:44:57.000000000+00:00,11000,173739,A_ACCEPTED,2011-10-0115:54:11.000000000+00:00,11,
v,2011-10-0115:54:11.000000000+00:00,11000,173739,O_SELECTED,2011-10-0115:56:39.000000000+00:00,12,
v,2011-10-0115:54:11.000000000+00:00,11000,173739,A_FINALIZED,2011-10-0115:56:39.000000000+00:00,13,
v,2011-10-0115:56:39.000000000+00:00,11000,173739,O_CREATED,2011-10-0115:56:40.000000000+00:00,14,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,O_SENT,2011-10-0115:56:40.000000000+00:00,15,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0115:56:40.000000000+00:00,16,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:56:43.000000000+00:00,17,
v,2011-10-0115:56:43.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0116:00:15.000000000+00:00,18,
v,2011-10-0116:00:15.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0116:00:21.000000000+00:00,19,
v,2011-10-0116:00:21.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0815:27:11.000000000+00:00,20,
v,2011-10-0815:27:11.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0815:32:48.000000000+00:00,21,
v,2011-10-0815:32:48.000000000+00:00,No_resource,173739,W_Nabellenoffertes,2011-10-1110:18:32.000000000+00:00,22,
v,2011-10-1110:18:32.000000000+00:00,11029,173739,O_SENT_BACK,2011-10-1110:19:12.000000000+00:00,23,
v,2011-10-1110:19:12.000000000+00:00,No_resource,173739,W_Validerenaanvraag,2011-10-1110:19:12.000000000+00:00,24,
v,2011-10-1110:19:12.000000000+00:00,No_resource,173739,W_Nabellenoffertes,2011-10-1110:19:14.000000000+00:00,25,
v,2011-10-1110:19:14.000000000+00:00,10609,173739,W_Validerenaanvraag,2011-10-1312:56:47.000000000+00:00,26,
v,2011-10-1312:56:47.000000000+00:00,10609,173739,W_Validerenaanvraag,2011-10-1313:12:26.000000000+00:00,27,
v,2011-10-1313:12:26.000000000+00:00,10629,173739,W_Validerenaanvraag,2011-10-1314:30:14.000000000+00:00,28,
v,2011-10-1314:30:14.000000000+00:00,10629,173739,W_Nabellenincompletedossiers,2011-10-1315:04:17.000000000+00:00,29,
v,2011-10-1315:04:17.000000000+00:00,10629,173739,W_Validerenaanvraag,2011-10-1315:04:19.000000000+00:00,30,
v,2011-10-1315:04:19.000000000+00:00,10939,173739,W_Nabellenincompletedossiers,2011-10-1319:54:43.000000000+00:00,31,
v,2011-10-1319:54:43.000000000+00:00,10939,173739,W_Nabellenincompletedossiers,2011-10-1320:01:47.000000000+00:00,32,
v,2011-10-1320:01:47.000000000+00:00,11019,173739,W_Nabellenincompletedossiers,2011-10-1410:05:16.000000000+00:00,33,
v,2011-10-1410:05:16.000000000+00:00,11019,173739,W_Nabellenincompletedossiers,2011-10-1410:06:41.000000000+00:00,34,
v,2011-10-1410:06:41.000000000+00:00,No_resource,173739,W_Nabellenincompletedossiers,2011-10-1413:19:03.000000000+00:00,35,
v,2011-10-1413:19:03.000000000+00:00,No_resource,173739,W_Nabellenincompletedossiers,2011-10-1413:19:58.000000000+00:00,36,
v,2011-10-1413:19:58.000000000+00:00,No_resource,173739,W_Nabellenincompletedossiers,2011-10-1413:35:53.000000000+00:00,37,
v,2011-10-1413:35:53.000000000+00:00,No_resource,173739,W_Nabellenincompletedossiers,2011-10-1413:37:05.000000000+00:00,38,
v,2011-10-1413:37:05.000000000+00:00,11000,173739,W_Nabellenincompletedossiers,2011-10-1414:04:14.000000000+00:00,39,
v,2011-10-1414:04:14.000000000+00:00,11000,173739,W_Nabellenincompletedossiers,2011-10-1414:05:18.000000000+00:00,40,
v,2011-10-1414:05:18.000000000+00:00,No_resource,173739,W_Nabellenincompletedossiers,2011-10-1415:48:25.000000000+00:00,41,
v,2011-10-1415:48:25.000000000+00:00,No_resource,173739,W_Validerenaanvraag,2011-10-1415:49:16.000000000+00:00,42,
v,2011-10-1415:49:16.000000000+00:00,No_resource,173739,W_Nabellenincompletedossiers,2011-10-1415:49:18.000000000+00:00,43,
v,2011-10-1415:49:18.000000000+00:00,10629,173739,W_Validerenaanvraag,2011-10-1416:21:08.000000000+00:00,44,
e,,,173739,START__A_SUBMITTED,,1,2
e,,,173739,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173739,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173739,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173739,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173739,W_Completerenaanvraag__A_ACCEPTED,,10,11
e,,,173739,A_ACCEPTED__O_SELECTED,,11,12
e,,,173739,A_ACCEPTED__A_FINALIZED,,11,13
e,,,173739,O_SELECTED__O_CREATED,,12,14
e,,,173739,A_FINALIZED__O_CREATED,,13,14
e,,,173739,O_CREATED__O_SENT,,14,15
e,,,173739,O_SENT__W_Nabellenoffertes,,15,16
e,,,173739,W_Nabellenoffertes__W_Completerenaanvraag,,16,17
e,,,173739,W_Completerenaanvraag__W_Nabellenoffertes,,17,18
e,,,173739,W_Nabellenoffertes__W_Nabellenoffertes,,18,19
e,,,173739,W_Nabellenoffertes__W_Nabellenoffertes,,19,20
e,,,173739,W_Nabellenoffertes__W_Nabellenoffertes,,20,21
e,,,173739,W_Nabellenoffertes__W_Nabellenoffertes,,21,22
e,,,173739,W_Nabellenoffertes__O_SENT_BACK,,22,23
e,,,173739,O_SENT_BACK__W_Validerenaanvraag,,23,24
e,,,173739,W_Validerenaanvraag__W_Nabellenoffertes,,24,25
e,,,173739,W_Nabellenoffertes__W_Validerenaanvraag,,25,26
e,,,173739,W_Validerenaanvraag__W_Validerenaanvraag,,26,27
e,,,173739,W_Validerenaanvraag__W_Validerenaanvraag,,27,28
e,,,173739,W_Validerenaanvraag__W_Nabellenincompletedossiers,,28,29
e,,,173739,W_Nabellenincompletedossiers__W_Validerenaanvraag,,29,30
e,,,173739,W_Validerenaanvraag__W_Nabellenincompletedossiers,,30,31
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,31,32
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,32,33
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,33,34
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,34,35
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,35,36
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,36,37
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,37,38
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,38,39
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,39,40
e,,,173739,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,40,41
e,,,173739,W_Nabellenincompletedossiers__W_Validerenaanvraag,,41,42
e,,,173739,W_Validerenaanvraag__W_Nabellenincompletedossiers,,42,43
e,,,173739,W_Nabellenincompletedossiers__W_Validerenaanvraag,,43,44
,,,,,,,
XP,,,,,,,
v,2011-10-0114:50:08.000000000+00:00,No_resource,173754,START,2011-10-0114:50:08.000000000+00:00,1,
v,2011-10-0114:50:08.000000000+00:00,112,173754,A_SUBMITTED,2011-10-0114:50:09.000000000+00:00,2,
v,2011-10-0114:50:09.000000000+00:00,112,173754,A_PARTLYSUBMITTED,2011-10-0114:50:11.000000000+00:00,3,
v,2011-10-0114:50:11.000000000+00:00,112,173754,A_PREACCEPTED,2011-10-0114:50:51.000000000+00:00,4,
v,2011-10-0114:50:51.000000000+00:00,112,173754,W_Completerenaanvraag,2011-10-0114:50:51.000000000+00:00,5,
v,2011-10-0114:50:51.000000000+00:00,11000,173754,W_Completerenaanvraag,2011-10-0115:34:08.000000000+00:00,6,
v,2011-10-0115:34:08.000000000+00:00,11000,173754,W_Completerenaanvraag,2011-10-0115:44:41.000000000+00:00,7,
v,2011-10-0115:44:41.000000000+00:00,10939,173754,W_Completerenaanvraag,2011-10-0115:57:20.000000000+00:00,8,
v,2011-10-0115:57:20.000000000+00:00,10939,173754,W_Completerenaanvraag,2011-10-0116:00:04.000000000+00:00,9,
v,2011-10-0116:00:04.000000000+00:00,11180,173754,W_Completerenaanvraag,2011-10-0312:56:25.000000000+00:00,10,
v,2011-10-0312:56:25.000000000+00:00,11180,173754,W_Completerenaanvraag,2011-10-0312:57:19.000000000+00:00,11,
v,2011-10-0312:57:19.000000000+00:00,No_resource,173754,W_Completerenaanvraag,2011-10-0409:26:08.000000000+00:00,12,
v,2011-10-0409:26:08.000000000+00:00,No_resource,173754,W_Completerenaanvraag,2011-10-0409:28:25.000000000+00:00,13,
v,2011-10-0409:28:25.000000000+00:00,11001,173754,W_Completerenaanvraag,2011-10-0413:19:33.000000000+00:00,14,
v,2011-10-0413:19:33.000000000+00:00,11001,173754,W_Completerenaanvraag,2011-10-0413:23:24.000000000+00:00,15,
v,2011-10-0413:23:24.000000000+00:00,11179,173754,W_Completerenaanvraag,2011-10-0417:56:08.000000000+00:00,16,
v,2011-10-0417:56:08.000000000+00:00,11179,173754,W_Completerenaanvraag,2011-10-0417:57:28.000000000+00:00,17,
v,2011-10-0417:57:28.000000000+00:00,11180,173754,W_Completerenaanvraag,2011-10-0509:51:21.000000000+00:00,18,
v,2011-10-0509:51:21.000000000+00:00,11180,173754,W_Completerenaanvraag,2011-10-0509:52:18.000000000+00:00,19,
v,2011-10-0509:52:18.000000000+00:00,No_resource,173754,W_Completerenaanvraag,2011-10-0513:51:17.000000000+00:00,20,
v,2011-10-0513:51:17.000000000+00:00,No_resource,173754,W_Completerenaanvraag,2011-10-0513:52:14.000000000+00:00,21,
v,2011-10-0513:52:14.000000000+00:00,11181,173754,W_Completerenaanvraag,2011-10-0518:35:43.000000000+00:00,22,
v,2011-10-0518:35:43.000000000+00:00,11181,173754,W_Completerenaanvraag,2011-10-0518:39:11.000000000+00:00,23,
v,2011-10-0518:39:11.000000000+00:00,11189,173754,W_Completerenaanvraag,2011-10-0609:57:22.000000000+00:00,24,
v,2011-10-0609:57:22.000000000+00:00,11189,173754,W_Completerenaanvraag,2011-10-0609:59:11.000000000+00:00,25,
v,2011-10-0609:59:11.000000000+00:00,No_resource,173754,W_Completerenaanvraag,2011-10-0709:18:08.000000000+00:00,26,
v,2011-10-0709:18:08.000000000+00:00,No_resource,173754,W_Completerenaanvraag,2011-10-0709:18:19.000000000+00:00,27,
v,2011-10-0709:18:19.000000000+00:00,11181,173754,W_Completerenaanvraag,2011-10-0718:40:54.000000000+00:00,28,
v,2011-10-0718:40:54.000000000+00:00,11181,173754,W_Completerenaanvraag,2011-10-0718:41:57.000000000+00:00,29,
v,2011-10-0718:41:57.000000000+00:00,11181,173754,W_Completerenaanvraag,2011-10-0811:07:09.000000000+00:00,30,
v,2011-10-0811:07:09.000000000+00:00,11181,173754,W_Completerenaanvraag,2011-10-0811:12:22.000000000+00:00,31,
v,2011-10-0811:12:22.000000000+00:00,10809,173754,W_Completerenaanvraag,2011-10-1413:49:41.000000000+00:00,32,
v,2011-10-1413:49:41.000000000+00:00,10809,173754,W_Completerenaanvraag,2011-10-1413:51:42.000000000+00:00,33,
v,2011-10-1413:51:42.000000000+00:00,10809,173754,W_Completerenaanvraag,2011-10-1413:52:12.000000000+00:00,34,
v,2011-10-1413:52:12.000000000+00:00,10809,173754,W_Completerenaanvraag,2011-10-1413:52:59.000000000+00:00,35,
v,2011-10-1413:52:59.000000000+00:00,10809,173754,W_Completerenaanvraag,2011-10-1414:26:08.000000000+00:00,36,
v,2011-10-1414:26:08.000000000+00:00,10809,173754,W_Beoordelenfraude,2011-10-1414:26:29.000000000+00:00,37,
v,2011-10-1414:26:29.000000000+00:00,10809,173754,W_Completerenaanvraag,2011-10-1414:26:30.000000000+00:00,38,
v,2011-10-1414:26:30.000000000+00:00,10809,173754,W_Beoordelenfraude,2011-10-1414:26:43.000000000+00:00,39,
v,2011-10-1414:26:43.000000000+00:00,10809,173754,W_Beoordelenfraude,2011-10-1414:26:59.000000000+00:00,40,
v,2011-10-1414:26:59.000000000+00:00,10809,173754,W_Beoordelenfraude,2011-10-1414:27:33.000000000+00:00,41,
v,2011-10-1414:27:33.000000000+00:00,10809,173754,A_DECLINED,2011-10-1414:28:39.000000000+00:00,42,
v,2011-10-1414:28:39.000000000+00:00,10809,173754,W_Beoordelenfraude,2011-10-1414:28:41.000000000+00:00,43,
v,2011-10-1414:28:41.000000000+00:00,No_resource,173754,END,2011-10-1414:28:42.000000000+00:00,44,
e,,,173754,START__A_SUBMITTED,,1,2
e,,,173754,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173754,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173754,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,10,11
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,11,12
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,12,13
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,13,14
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,14,15
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,15,16
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,16,17
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,17,18
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,18,19
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,19,20
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,20,21
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,21,22
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,22,23
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,23,24
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,24,25
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,25,26
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,26,27
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,27,28
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,28,29
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,29,30
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,30,31
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,31,32
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,32,33
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,33,34
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,34,35
e,,,173754,W_Completerenaanvraag__W_Completerenaanvraag,,35,36
e,,,173754,W_Completerenaanvraag__W_Beoordelenfraude,,36,37
e,,,173754,W_Beoordelenfraude__W_Completerenaanvraag,,37,38
e,,,173754,W_Completerenaanvraag__W_Beoordelenfraude,,38,39
e,,,173754,W_Beoordelenfraude__W_Beoordelenfraude,,39,40
e,,,173754,W_Beoordelenfraude__W_Beoordelenfraude,,40,41
e,,,173754,W_Beoordelenfraude__A_DECLINED,,41,42
e,,,173754,A_DECLINED__W_Beoordelenfraude,,42,43
e,,,173754,W_Beoordelenfraude__END,,43,44
,,,,,,,
XP,,,,,,,
v,2011-10-0110:37:38.000000000+00:00,No_resource,173718,START,2011-10-0110:37:38.000000000+00:00,1,
v,2011-10-0110:37:38.000000000+00:00,112,173718,A_SUBMITTED,2011-10-0110:37:39.000000000+00:00,2,
v,2011-10-0110:37:39.000000000+00:00,112,173718,A_PARTLYSUBMITTED,2011-10-0110:37:39.000000000+00:00,3,
v,2011-10-0110:37:39.000000000+00:00,112,173718,A_PREACCEPTED,2011-10-0110:38:20.000000000+00:00,4,
v,2011-10-0110:38:20.000000000+00:00,112,173718,W_Completerenaanvraag,2011-10-0110:38:21.000000000+00:00,5,
v,2011-10-0110:38:21.000000000+00:00,No_resource,173718,W_Completerenaanvraag,2011-10-0110:38:48.000000000+00:00,6,
v,2011-10-0110:38:48.000000000+00:00,10862,173718,A_ACCEPTED,2011-10-0110:42:21.000000000+00:00,7,
v,2011-10-0110:42:21.000000000+00:00,10862,173718,A_FINALIZED,2011-10-0110:46:52.000000000+00:00,8,
v,2011-10-0110:42:21.000000000+00:00,10862,173718,O_SELECTED,2011-10-0110:44:40.000000000+00:00,9,
v,2011-10-0110:44:40.000000000+00:00,10862,173718,O_CREATED,2011-10-0110:44:42.000000000+00:00,10,
v,2011-10-0110:44:42.000000000+00:00,10862,173718,O_SENT,2011-10-0110:44:42.000000000+00:00,11,
v,2011-10-0110:44:42.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:44:42.000000000+00:00,12,
v,2011-10-0110:44:42.000000000+00:00,No_resource,173718,W_Completerenaanvraag,2011-10-0110:44:43.000000000+00:00,13,
v,2011-10-0110:44:43.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:44:54.000000000+00:00,14,
v,2011-10-0110:44:54.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:44:58.000000000+00:00,15,
v,2011-10-0110:44:58.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:45:27.000000000+00:00,16,
v,2011-10-0110:45:27.000000000+00:00,10862,173718,O_SELECTED,2011-10-0110:46:52.000000000+00:00,17,
v,2011-10-0110:46:52.000000000+00:00,10862,173718,O_CANCELLED,2011-10-0110:46:52.000000000+00:00,18,
v,2011-10-0110:46:52.000000000+00:00,10862,173718,O_CREATED,2011-10-0110:46:54.000000000+00:00,19,
v,2011-10-0110:46:54.000000000+00:00,10862,173718,O_SENT,2011-10-0110:46:54.000000000+00:00,20,
v,2011-10-0110:46:54.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:46:54.000000000+00:00,21,
v,2011-10-0110:46:54.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:46:56.000000000+00:00,22,
v,2011-10-0110:46:56.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:47:14.000000000+00:00,23,
v,2011-10-0110:47:14.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:50:20.000000000+00:00,24,
v,2011-10-0110:50:20.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:50:29.000000000+00:00,25,
v,2011-10-0110:50:29.000000000+00:00,No_resource,173718,W_Nabellenoffertes,2011-10-0110:50:34.000000000+00:00,26,
v,2011-10-0110:50:34.000000000+00:00,11002,173718,W_Nabellenoffertes,2011-10-0816:29:16.000000000+00:00,27,
v,2011-10-0816:29:16.000000000+00:00,11002,173718,W_Nabellenoffertes,2011-10-0816:31:37.000000000+00:00,28,
v,2011-10-0816:31:37.000000000+00:00,11049,173718,W_Nabellenoffertes,2011-10-1010:54:21.000000000+00:00,29,
v,2011-10-1010:54:21.000000000+00:00,11049,173718,O_SENT_BACK,2011-10-1010:55:04.000000000+00:00,30,
v,2011-10-1010:55:04.000000000+00:00,11049,173718,W_Validerenaanvraag,2011-10-1010:55:05.000000000+00:00,31,
v,2011-10-1010:55:05.000000000+00:00,11049,173718,W_Nabellenoffertes,2011-10-1010:55:07.000000000+00:00,32,
v,2011-10-1010:55:07.000000000+00:00,10629,173718,W_Validerenaanvraag,2011-10-1312:09:25.000000000+00:00,33,
v,2011-10-1312:09:25.000000000+00:00,10629,173718,W_Nabellenincompletedossiers,2011-10-1312:36:10.000000000+00:00,34,
v,2011-10-1312:36:10.000000000+00:00,10629,173718,W_Validerenaanvraag,2011-10-1312:36:12.000000000+00:00,35,
v,2011-10-1312:36:12.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1313:01:57.000000000+00:00,36,
v,2011-10-1313:01:57.000000000+00:00,No_resource,173718,W_Nabellenincompletedossiers,2011-10-1313:05:42.000000000+00:00,37,
v,2011-10-1313:05:42.000000000+00:00,10629,173718,W_Nabellenincompletedossiers,2011-10-1313:52:13.000000000+00:00,38,
v,2011-10-1313:52:13.000000000+00:00,10629,173718,W_Nabellenincompletedossiers,2011-10-1313:53:16.000000000+00:00,39,
v,2011-10-1313:53:16.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1316:51:40.000000000+00:00,40,
v,2011-10-1316:51:40.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:12:01.000000000+00:00,41,
v,2011-10-1317:12:01.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:12:16.000000000+00:00,42,
